822.04,79.502,124,236
829.62,87.466,121,231
833,101,118,211
829.7,106.05,115,205
823.93,110.47,113,201
818.52,114.99,111,197
813.72,119.15,109,194
810,124,107,186
799.39,129.16,102,177
788.28,133.21,98,170
779.94,139.17,96,167
769.84,143.72,96,167
763,149,107,170
759.6,153.89,104,165
759.08,160.49,104,165
760.5,164.58,104,165
762.95,170.77,104,165
771,187,102,159
771.4,191.3,102,158
770.72,196.61,104,161
771.87,203.41,104,161
774.61,214.61,100,154
780,221,97,156
781.07,226.16,97,155
782.57,230.91,98,158
781.66,233.62,100,161
781.32,240.9,98,158
782,247,96,154
777.73,249.6,96,153
772.6,255.1,94,150
765.4,257.3,96,153
758.85,260.45,96,153
743,269,104,144
731.88,271.81,101,140
718,275,101,146
697,273,110,166
684,279,113,165
672,279,116,171
660.68,282.1,118,173
650.24,288.18,116,170
636,300,116,157
627,305,114,166
619,315,111,164
606,314,119,186
606,318,112,193
593,322,114,202
588,331,113,195
581,336,112,190
573.41,340.09,110,187
565.86,343.9,110,187
558.2,351.38,107,183
544.31,353.79,112,190
536,358,105,199
523.48,363.96,105,199
507.53,368.38,109,207
492.99,376.59,109,207
479.12,383.99,109,207
440,410,109,190
440.5,410,109,190
427.14,421.49,106,186
400.81,442.43,104,182
400.81,441.43,104,182
389,452,100,182
363.76,470.38,98,178
363.76,470.38,98,178
343,477,107,180
315,487,107,186
315,488,107,180
302.86,493.41,107,180
278.04,501.17,107,180
270,499,124,188
257,503,122,185
243,508,124,188
232.1,513.27,120,183
221.05,517.87,118,179
202,516,131,190
191,519,133,189
172,526,141,185
160,526,139,189
149,532,140,186
140.35,537.82,134,177
129.59,539.4,134,177
112,544,141,172
102.11,546.27,140,172
92.469,546.81,142,173.19
83.539,548.87,142,171.13
74.918,550.96,142,169.04
68,554,154,166
60.692,555.16,153,164.84
53.002,554.15,156,165.85
49.596,555.86,156,164.14
43.519,555.5,159,164.5
38,552,170,164
36.284,551.19,169,164
35.015,551.48,169,164
32.385,550.06,172,167
32.523,547.7,172,167
31,550,179,170
32.582,548.14,178,171
35.508,546.99,178,171
36.148,544.07,181,174
37.503,542.87,181,174
42,540,172,178
44.922,537.87,171,178
49.412,534.87,171,178
53.907,531.03,171,178
61.088,528.65,171,178
65,523,177,196
73.545,519.15,176,196
82.024,514.68,179,199
92.141,513.45,179,199
105.29,509.04,176,196
120,507,176,209
131.9,500.96,178,212
144.87,496.36,182,216
162.79,493.97,182,216
182.11,489.33,182,216
206,481,174,224
224.33,476.69,173,224
241.36,470.77,176,228
267,465,166,228
291,461,167,228
320,453,158,228
341.19,446.71,158,228
372,440,154,230
397,435,149,226
425,424,145,228
